,spc_common,tree_dbh,stump_diam,status,health,problems,problems,root_stone,root_grate,root_other,nta,latitude,longitude
582969,red pine,4,0,Alive,Good,None,None,No,No,No,QN17,40.71316519,-73.85080633
584166,pitch pine,14,0,Alive,Good,None,None,No,No,No,SI54,40.54507183,-74.13970331
585334,red pine,16,0,Alive,Good,None,None,No,No,No,BX07,40.86160443,-73.86183969
586337,pine,1,0,Alive,Good,None,None,No,No,No,QN23,40.79027197,-73.8418785
586781,white pine,15,0,Alive,Good,WiresRopeBranchLights,WiresRopeBranchLights,No,No,No,SI54,40.55455058,-74.15109306
587811,pitch pine,9,0,Alive,Good,None,None,No,No,No,BK83,40.6850009,-73.87411733
588305,white pine,13,0,Alive,Fair,Stones,Stones,Yes,No,No,MN15,40.76688288,-73.99105841
588749,pine,2,0,Alive,Good,None,None,No,No,No,QN76,40.67224214,-73.79984849
588840,white pine,4,0,Alive,Fair,None,None,No,No,No,QN10,40.56104162,-73.90680309
591051,red pine,12,0,Alive,Good,None,None,No,No,No,QN01,40.69910518,-73.78648292
591188,white pine,7,0,Alive,Good,WiresRope,WiresRope,No,No,No,QN06,40.71539344,-73.78334423
592862,white pine,4,0,Alive,Fair,Stones,Stones,Yes,No,No,QN27,40.76572944,-73.86970102
593027,pitch pine,4,0,Alive,Good,None,None,No,No,No,MN35,40.8515331,-73.92753667
593437,white pine,16,0,Alive,Good,None,None,No,No,No,BX22,40.90293154,-73.89833326
594119,pine,25,0,Alive,Good,None,None,No,No,No,BK96,40.65183077,-73.92658322
595029,red pine,12,0,Alive,Good,None,None,No,No,No,SI01,40.54824899,-74.17860727
595330,pine,2,0,Alive,Good,None,None,No,No,No,QN76,40.67221854,-73.79983888
596119,red pine,9,0,Alive,Good,RootOther,RootOther,No,No,Yes,BK58,40.62759727,-73.94024678
597247,pine,1,0,Alive,Good,None,None,No,No,No,SI25,40.5638496,-74.12347132
597565,pine,3,0,Alive,Good,None,None,No,No,No,QN51,40.76853209,-73.81442183
598106,white pine,10,0,Alive,Good,None,None,No,No,No,QN34,40.72060862,-73.73483022
599035,pitch pine,25,0,Alive,Good,Stones,Stones,Yes,No,No,QN52,40.7464116,-73.80348831
601032,white pine,12,0,Alive,Good,None,None,No,No,No,QN35,40.71656261,-73.7945841
602579,pine,18,0,Alive,Good,None,None,No,No,No,QN48,40.76205774,-73.79191131
605136,white pine,2,0,Alive,Good,None,None,No,No,No,SI14,40.60454691,-74.08571405
605404,white pine,25,0,Alive,Good,Stones,Stones,Yes,No,No,QN45,40.77278596,-73.7511818
606851,white pine,10,0,Alive,Good,None,None,No,No,No,QN62,40.74798843,-73.81974085
606994,pine,7,0,Alive,Good,BranchLights,BranchLights,No,No,No,QN50,40.73830092,-73.89203484
607391,white pine,21,0,Alive,Poor,RootOtherTrunkOther,RootOtherTrunkOther,No,No,Yes,QN45,40.77056497,-73.74241968
610252,pine,1,0,Alive,Good,None,None,No,No,No,QN23,40.79035778,-73.84187296
611528,pine,1,0,Alive,Good,None,None,No,No,No,BK88,40.63770594,-73.99213984
611870,red pine,1,0,Alive,Good,None,None,No,No,No,BK75,40.68734986,-73.95459944
612104,pine,2,0,Alive,Good,None,None,No,No,No,QN50,40.7370087,-73.8979114
614452,white pine,17,0,Alive,Fair,None,None,No,No,No,QN45,40.77728058,-73.75336727
614574,Scots pine,6,0,Alive,Fair,None,None,No,No,No,SI12,40.639843,-74.16819184
615000,white pine,11,0,Alive,Good,None,None,No,No,No,BK42,40.64798463,-73.96464809
615236,pine,7,0,Alive,Good,None,None,No,No,No,QN66,40.68335445,-73.74915949
615300,red pine,14,0,Alive,Good,None,None,No,No,No,BX07,40.86192547,-73.86182955
616798,red pine,3,0,Alive,Good,WiresRope,WiresRope,No,No,No,BX30,40.86250212,-73.90354793
619169,pine,4,0,Alive,Fair,StonesBranchLights,StonesBranchLights,Yes,No,No,BK82,40.67557659,-73.89111345
622113,red pine,11,0,Alive,Fair,None,None,No,No,No,QN72,40.77037718,-73.88876492
623048,white pine,20,0,Alive,Good,None,None,No,No,No,QN35,40.71657182,-73.79455165
623238,pine,2,0,Alive,Good,None,None,No,No,No,QN76,40.67324887,-73.8002563
623266,white pine,18,0,Alive,Good,None,None,No,No,No,BK44,40.60496739,-73.94465073
623462,Virginia pine,2,0,Alive,Poor,None,None,No,No,No,BK37,40.66767127,-73.98742626
624580,pitch pine,3,0,Alive,Good,None,None,No,No,No,BK83,40.68091828,-73.87085967
625392,pine,28,0,Alive,Good,None,None,No,No,No,QN06,40.71896542,-73.76561487
625680,white pine,4,0,Alive,Good,None,None,No,No,No,SI22,40.63357176,-74.1178672
627072,red pine,2,0,Alive,Good,None,None,No,No,No,QN47,40.77665565,-73.78901518
629299,red pine,3,0,Alive,Good,None,None,No,No,No,BK44,40.60687383,-73.95170654
630363,red pine,17,0,Alive,Poor,None,None,No,No,No,QN46,40.76238494,-73.76895715
631109,pine,1,0,Alive,Good,None,None,No,No,No,QN06,40.71697028,-73.78139644
632346,pine,8,0,Alive,Fair,WiresRope,WiresRope,No,No,No,BX31,40.85990375,-73.84876052
633806,red pine,9,0,Alive,Good,BranchLightsBranchOther,BranchLightsBranchOther,No,No,No,SI08,40.61583617,-74.10273302
633914,pine,8,0,Alive,Good,None,None,No,No,No,QN35,40.71534793,-73.81297886
634338,red pine,10,0,Alive,Good,None,None,No,No,No,QN27,40.76953718,-73.87532058
634394,white pine,20,0,Alive,Good,None,None,No,No,No,QN49,40.78620898,-73.81935613
634904,white pine,4,0,Alive,Fair,None,None,No,No,No,BK45,40.58266041,-73.89223426
635188,white pine,10,0,Alive,Good,None,None,No,No,No,SI48,40.5445315,-74.19197645
635999,pine,4,0,Alive,Good,None,None,No,No,No,QN45,40.75976207,-73.7204753
637978,red pine,10,0,Alive,Fair,BranchLights,BranchLights,No,No,No,QN49,40.79380121,-73.81787735
638464,red pine,6,0,Alive,Good,RootOther,RootOther,No,No,Yes,SI08,40.61581869,-74.10277092
638568,pine,1,0,Alive,Good,None,None,No,No,No,BX03,40.87230391,-73.84889697
638820,pine,13,0,Alive,Good,None,None,No,No,No,SI14,40.59389151,-74.0669932
639974,white pine,2,0,Alive,Good,None,None,No,No,No,QN17,40.71826707,-73.85123053
641178,pine,3,0,Alive,Good,TrunkOther,TrunkOther,No,No,No,BK37,40.67131465,-73.99235941
642371,red pine,24,0,Alive,Good,None,None,No,No,No,QN49,40.7791842,-73.8177819
642399,pine,6,0,Alive,Good,None,None,No,No,No,QN43,40.7307981,-73.72730323
642482,black pine,12,0,Alive,Good,RootOtherWiresRope,RootOtherWiresRope,No,No,Yes,QN45,40.7687948,-73.73910318
642551,pine,40,0,Alive,Good,StonesBranchLights,StonesBranchLights,Yes,No,No,BX13,40.87045253,-73.83427145
643797,white pine,8,0,Alive,Fair,None,None,No,No,No,SI32,40.54752509,-74.19978949
645150,red pine,6,0,Alive,Good,None,None,No,No,No,QN55,40.66422405,-73.81695065
646249,pine,35,0,Alive,Good,None,None,No,No,No,QN48,40.75071637,-73.77940863
646292,red pine,9,0,Alive,Good,RootOtherBranchLights,RootOtherBranchLights,No,No,Yes,SI08,40.61580846,-74.10279311
647336,white pine,14,0,Alive,Good,None,None,No,No,No,BX31,40.86102845,-73.8400041
647427,red pine,4,0,Alive,Good,None,None,No,No,No,BK81,40.66339601,-73.91887546
647755,black pine,4,0,Alive,Good,None,None,No,No,No,QN37,40.72443595,-73.81652459
649888,pine,5,0,Alive,Good,None,None,No,No,No,QN15,40.59511872,-73.75146546
650155,pine,3,0,Alive,Good,None,None,No,No,No,QN52,40.75787854,-73.79860343
650285,pine,2,0,Alive,Fair,None,None,No,No,No,MN04,40.82701563,-73.94770897
650488,pine,11,0,Alive,Good,Stones,Stones,Yes,No,No,BX33,40.82004271,-73.89742652
655529,red pine,23,0,Alive,Good,None,None,No,No,No,QN08,40.68536076,-73.75294417
655918,red pine,24,0,Alive,Good,None,None,No,No,No,QN37,40.72262137,-73.82670757
656645,pine,9,0,Alive,Good,None,None,No,No,No,QN15,40.59510807,-73.7509827
659075,white pine,10,0,Alive,Good,None,None,No,No,No,BK93,40.64853422,-73.88709256
659376,pine,3,0,Alive,Good,None,None,No,No,No,QN10,40.57451746,-73.85150277
659852,pine,2,0,Alive,Good,None,None,No,No,No,BK42,40.6461779,-73.97013163
660246,white pine,34,0,Alive,Good,Stones,Stones,Yes,No,No,QN45,40.7718116,-73.74261267
661177,red pine,8,0,Alive,Good,None,None,No,No,No,QN52,40.76037339,-73.81150019
661321,pine,17,0,Alive,Good,None,None,No,No,No,QN49,40.79859128,-73.82101658
664070,pine,2,0,Alive,Good,None,None,No,No,No,QN45,40.76713829,-73.74649968
664346,pine,18,0,Alive,Good,None,None,No,No,No,BX37,40.84868539,-73.85141067
664514,black pine,5,0,Alive,Good,None,None,No,No,No,BK90,40.71182968,-73.9426633
665550,pine,8,0,Alive,Good,None,None,No,No,No,SI24,40.60486754,-74.10734294
667773,white pine,15,0,Alive,Good,BranchLights,BranchLights,No,No,No,QN54,40.70194593,-73.83660077
668067,pine,8,0,Alive,Good,None,None,No,No,No,QN55,40.66700197,-73.80611621
669767,red pine,18,0,Alive,Good,None,None,No,No,No,QN42,40.75410135,-73.75112056
669827,pine,4,0,Alive,Good,None,None,No,No,No,BX49,40.85044203,-73.85913012
670412,pine,4,0,Alive,Good,Stones,Stones,Yes,No,No,QN35,40.70869655,-73.80377769
670471,pitch pine,4,0,Alive,Good,None,None,No,No,No,SI36,40.60013234,-74.08506929
670640,pitch pine,25,0,Alive,Good,Stones,Stones,Yes,No,No,QN22,40.76957112,-73.83038926
671397,white pine,11,0,Alive,Fair,BranchLights,BranchLights,No,No,No,BX31,40.86094779,-73.84000713
671959,black pine,7,0,Alive,Fair,BranchOther,BranchOther,No,No,No,QN23,40.76954999,-73.84374152
676516,pine,2,0,Alive,Fair,None,None,No,No,No,SI35,40.62538711,-74.10115639
676842,pine,12,0,Alive,Good,None,None,No,No,No,QN35,40.71413695,-73.79974933
677052,pine,11,0,Alive,Fair,TrunkOtherBranchOther,TrunkOtherBranchOther,No,No,No,BK58,40.61792708,-73.94333687
677534,black pine,4,0,Alive,Good,None,None,No,No,No,MN03,40.81238503,-73.95063133
677660,pine,10,0,Alive,Fair,BranchOther,BranchOther,No,No,No,QN10,40.57745541,-73.85860361
678879,pine,9,0,Alive,Good,None,None,No,No,No,QN55,40.66699831,-73.80602008
678914,pine,4,0,Alive,Good,None,None,No,No,No,BX10,40.84172016,-73.82020365
679846,white pine,12,0,Alive,Fair,None,None,No,No,No,QN17,40.71136951,-73.84488674
679857,red pine,21,0,Alive,Good,StonesRootOtherTrunkOther,StonesRootOtherTrunkOther,Yes,No,Yes,QN03,40.66512456,-73.75723454
680007,white pine,4,0,Alive,Good,None,None,No,No,No,QN10,40.57347332,-73.8540502
680162,pine,5,0,Alive,Fair,None,None,No,No,No,QN55,40.66436136,-73.81691139
680695,pine,7,0,Alive,Good,None,None,No,No,No,QN44,40.75372455,-73.71844691
681441,white pine,6,0,Alive,Good,RootOther,RootOther,No,No,Yes,BK58,40.62753139,-73.94120878
682644,red pine,12,0,Alive,Good,RootOther,RootOther,No,No,Yes,BK58,40.62907452,-73.9413708
683018,pine,5,0,Alive,Good,None,None,No,No,No,QN06,40.71803344,-73.77214674
683045,pine,8,0,Alive,Good,None,None,No,No,No,BK83,40.68753434,-73.86830895
683083,white pine,25,0,Alive,Good,None,None,No,No,No,SI32,40.5398773,-74.20952202
683420,pine,11,0,Alive,Good,None,None,No,No,No,SI24,40.5884273,-74.15437123
683503,red pine,9,0,Alive,Good,None,None,No,No,No,QN72,40.76903178,-73.88849183
683614,pine,1,0,Alive,Good,None,None,No,No,No,QN07,40.70794138,-73.75239528
